"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"562","Male",0,"Yes","No",3,"Month-to-month","Yes","Mailed check",23.6,89.05,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"563","Male",0,"Yes","Yes",7,"Month-to-month","No","Credit card (automatic)",69.7,516.15,"Yes","No","DSL","Yes","No","No","No","Yes","Yes",0
"564","Male",0,"Yes","Yes",59,"Two year","Yes","Credit card (automatic)",99.5,5861.75,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",0
"565","Male",0,"No","No",7,"Month-to-month","No","Bank transfer (automatic)",64.3,445.95,"Yes","No","DSL","No","No","Yes","Yes","Yes","No",0
"566","Male",0,"Yes","Yes",71,"Two year","Yes","Credit card (automatic)",70.85,4973.4,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes",0
"567","Male",0,"Yes","Yes",15,"One year","No","Electronic check",101.9,1667.25,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes",0
"568","Male",0,"Yes","No",71,"Two year","No","Credit card (automatic)",73.5,5357.75,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No",0
"569","Female",0,"No","No",35,"Month-to-month","Yes","Electronic check",100.25,3527.6,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"570","Female",0,"No","No",11,"One year","Yes","Credit card (automatic)",40.4,422.6,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No",0
"571","Female",0,"Yes","Yes",60,"Two year","Yes","Credit card (automatic)",19.25,1103.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"572","Male",1,"No","No",47,"Two year","No","Bank transfer (automatic)",59.6,2754,"Yes","Yes","DSL","No","Yes","No","Yes","No","No",0
"573","Female",0,"No","No",11,"One year","No","Credit card (automatic)",64.9,697.25,"Yes","No","DSL","No","No","Yes","Yes","No","Yes",0
"574","Male",0,"Yes","No",56,"One year","No","Credit card (automatic)",100.3,5614.45,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes",1
"575","Female",1,"Yes","No",28,"Month-to-month","Yes","Electronic check",110.85,3204.4,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"576","Male",0,"Yes","No",61,"Two year","Yes","Mailed check",81.05,4747.65,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes",0
"577","Male",0,"Yes","Yes",31,"One year","No","Bank transfer (automatic)",98.05,3082.1,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No",0
"578","Male",0,"No","No",9,"Month-to-month","Yes","Electronic check",70.5,597.9,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"579","Male",1,"Yes","No",35,"Month-to-month","Yes","Electronic check",94.55,3365.4,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes",0
"580","Male",0,"No","No",2,"Month-to-month","Yes","Mailed check",19.65,38.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"581","Female",0,"Yes","Yes",12,"Month-to-month","No","Mailed check",19,233.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"582","Female",0,"No","No",1,"Month-to-month","No","Mailed check",75.3,75.3,"Yes","No","Fiber optic","Yes","No","No","No","No","No",1
"583","Female",1,"No","No",4,"Month-to-month","Yes","Electronic check",89.2,346.2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No",1
"584","Female",0,"Yes","Yes",1,"Month-to-month","Yes","Mailed check",19,19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"585","Female",0,"No","No",3,"Month-to-month","Yes","Mailed check",20,61.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"586","Female",1,"No","No",1,"Month-to-month","Yes","Electronic check",85.7,85.7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No",1
"587","Male",0,"No","No",52,"Two year","Yes","Credit card (automatic)",63.25,3342.45,"Yes","No","DSL","Yes","Yes","No","No","Yes","No",0
"588","Male",0,"Yes","Yes",5,"One year","No","Mailed check",20.1,85.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"589","Male",0,"Yes","No",72,"Two year","Yes","Electronic check",99.15,7422.1,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes",0
"590","Male",0,"Yes","Yes",71,"Two year","No","Electronic check",90.4,6668.05,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"591","Male",0,"Yes","No",72,"Two year","Yes","Credit card (automatic)",111.9,8071.05,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",0
"592","Male",0,"Yes","Yes",46,"One year","No","Electronic check",24.9,1174.8,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"593","Male",0,"Yes","Yes",63,"Two year","No","Credit card (automatic)",83.5,5435,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes",0
"594","Male",0,"No","No",30,"Month-to-month","Yes","Credit card (automatic)",84.3,2438.6,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No",0
"595","Male",0,"No","No",1,"Month-to-month","No","Mailed check",45.6,45.6,"Yes","No","DSL","No","No","No","No","No","No",0
"596","Female",0,"No","No",12,"Month-to-month","Yes","Mailed check",61.65,713.75,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No",1
"597","Male",0,"No","No",16,"Two year","No","Mailed check",54.85,916.15,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No",0
"598","Male",0,"No","No",4,"Month-to-month","No","Mailed check",65.55,237.2,"Yes","Yes","DSL","No","No","No","Yes","No","Yes",0
"599","Male",0,"Yes","No",51,"One year","Yes","Credit card (automatic)",90.35,4614.55,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes",0
"600","Male",0,"Yes","No",65,"Two year","Yes","Credit card (automatic)",20.4,1414.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"601","Male",0,"No","No",16,"Month-to-month","Yes","Credit card (automatic)",74.55,1170.5,"Yes","No","Fiber optic","No","No","No","Yes","No","No",0
"602","Male",0,"No","No",2,"One year","No","Mailed check",19.95,47.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"603","Female",0,"Yes","Yes",66,"One year","Yes","Bank transfer (automatic)",74.25,4859.25,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"604","Male",0,"No","No",46,"Two year","No","Electronic check",108.65,4903.2,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"605","Female",0,"No","No",32,"One year","Yes","Bank transfer (automatic)",109.55,3608,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",0
"606","Male",0,"Yes","No",72,"Two year","No","Credit card (automatic)",86.65,6094.25,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"607","Male",0,"Yes","Yes",38,"Two year","No","Credit card (automatic)",81,3084.9,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes",0
"608","Male",0,"No","Yes",51,"One year","No","Credit card (automatic)",47.85,2356.75,"Yes","No","DSL","No","No","No","Yes","No","No",0
"609","Male",0,"Yes","Yes",72,"Two year","No","Bank transfer (automatic)",114.55,8306.05,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"610","Female",1,"Yes","No",65,"Month-to-month","No","Bank transfer (automatic)",105.25,6786.4,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",1
"611","Male",0,"Yes","Yes",9,"Month-to-month","Yes","Electronic check",29.95,248.95,"No","No phone service","DSL","No","Yes","No","No","No","No",1
"612","Female",0,"Yes","Yes",9,"Month-to-month","No","Mailed check",65,663.05,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No",1
"613","Male",0,"No","Yes",66,"Two year","No","Mailed check",20.55,1357.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"614","Female",1,"No","No",44,"One year","Yes","Credit card (automatic)",109.8,4860.35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"615","Male",0,"No","No",50,"Two year","No","Bank transfer (automatic)",69.5,3418.2,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes",0
"616","Female",0,"No","No",15,"Month-to-month","No","Mailed check",48.85,631.4,"Yes","Yes","DSL","No","No","No","No","No","No",0
"617","Male",0,"No","No",8,"Month-to-month","Yes","Credit card (automatic)",25.25,186.3,"No","No phone service","DSL","No","No","No","No","No","No",0
"618","Female",1,"No","No",66,"One year","Yes","Credit card (automatic)",102.85,6976.75,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes",0
"619","Female",0,"No","No",57,"Month-to-month","Yes","Bank transfer (automatic)",87.55,4884.85,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No",0
"620","Female",0,"No","No",7,"Month-to-month","Yes","Bank transfer (automatic)",78.55,522.95,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No",0
"621","Male",1,"Yes","Yes",10,"Month-to-month","Yes","Bank transfer (automatic)",34.55,362.6,"No","No phone service","DSL","No","No","No","No","No","Yes",0
"622","Female",0,"No","No",62,"One year","Yes","Electronic check",92.05,5755.8,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No",0
"623","Male",0,"Yes","Yes",40,"One year","Yes","Electronic check",85.05,3355.65,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No",0
"624","Female",0,"No","No",20,"Two year","No","Mailed check",19.7,406.95,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"625","Female",0,"No","No",7,"Month-to-month","No","Bank transfer (automatic)",20,137.6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"626","Female",0,"Yes","No",25,"Month-to-month","Yes","Electronic check",95.15,2395.7,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes",0
"627","Male",0,"Yes","No",23,"Month-to-month","No","Electronic check",84.25,1968.1,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No",0
"628","Female",1,"Yes","No",66,"One year","No","Credit card (automatic)",104.6,6819.45,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"629","Female",1,"No","No",72,"Two year","No","Electronic check",111.65,7943.45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"630","Male",1,"Yes","No",49,"Month-to-month","No","Credit card (automatic)",90.05,4547.25,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes",1
"631","Male",1,"Yes","Yes",43,"Month-to-month","Yes","Bank transfer (automatic)",110.75,4687.9,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",1
"632","Female",0,"Yes","No",46,"Month-to-month","No","Bank transfer (automatic)",55,2473.95,"Yes","Yes","DSL","Yes","No","No","No","No","No",0
"633","Male",0,"Yes","Yes",72,"Two year","No","Credit card (automatic)",89.85,6562.9,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"634","Male",0,"No","No",10,"One year","No","Mailed check",20.35,176.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"635","Female",0,"No","No",40,"One year","Yes","Bank transfer (automatic)",54.55,2236.2,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes",0
"636","Female",0,"Yes","Yes",65,"Month-to-month","Yes","Electronic check",105.5,6985.65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"637","Male",0,"No","No",31,"Two year","No","Bank transfer (automatic)",99.45,3109.9,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes",0
"638","Female",0,"Yes","No",68,"Two year","No","Credit card (automatic)",70.9,4911.35,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No",0
"639","Male",1,"Yes","Yes",56,"One year","Yes","Bank transfer (automatic)",104.55,5794.65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",1
"640","Male",0,"Yes","No",10,"Month-to-month","Yes","Electronic check",85.25,855.3,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"641","Male",0,"Yes","Yes",68,"Two year","No","Bank transfer (automatic)",25.4,1620.2,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"642","Female",0,"Yes","Yes",43,"Month-to-month","No","Electronic check",56.15,2499.3,"Yes","No","DSL","No","No","No","No","Yes","No",1
"643","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",89.55,89.55,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes",1
"644","Female",1,"No","No",49,"One year","Yes","Bank transfer (automatic)",89.85,4287.2,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes",0
"645","Female",0,"Yes","Yes",15,"Month-to-month","Yes","Electronic check",25.25,394.85,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"646","Male",1,"Yes","No",20,"Month-to-month","Yes","Electronic check",94.55,1899.65,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"647","Male",0,"No","No",1,"Month-to-month","Yes","Mailed check",45.7,45.7,"Yes","No","DSL","No","No","No","No","No","No",1
"648","Male",0,"Yes","Yes",50,"One year","Yes","Electronic check",69.65,3442.15,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No",0
"649","Female",1,"No","No",2,"Month-to-month","No","Electronic check",89.5,161.5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes",1
"650","Male",1,"No","No",24,"Month-to-month","No","Credit card (automatic)",70,1732.6,"Yes","No","Fiber optic","No","No","No","No","No","No",0
"651","Female",0,"No","No",3,"Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3,"Yes","No","Fiber optic","No","No","No","No","No","No",1
"652","Female",0,"No","No",1,"Month-to-month","Yes","Mailed check",74.6,74.6,"Yes","No","Fiber optic","No","No","Yes","No","No","No",1
"653","Male",0,"Yes","Yes",35,"Two year","No","Mailed check",20.1,655.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"654","Female",0,"No","No",17,"Month-to-month","No","Mailed check",24.8,475.25,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"655","Female",1,"No","No",8,"Month-to-month","No","Electronic check",19.65,164.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"656","Male",0,"No","No",10,"Month-to-month","Yes","Credit card (automatic)",95.1,865.1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes",0
"657","Male",0,"Yes","Yes",68,"Two year","Yes","Credit card (automatic)",88.85,6132.7,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"658","Male",0,"Yes","No",45,"One year","No","Bank transfer (automatic)",78.8,3597.5,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes",0
"659","Male",0,"Yes","Yes",2,"One year","No","Mailed check",19.85,35.9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"660","Male",0,"Yes","No",37,"Month-to-month","No","Bank transfer (automatic)",20.35,697.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"661","Female",0,"No","No",4,"Month-to-month","Yes","Mailed check",24.25,96.05,"No","No phone service","DSL","No","No","No","No","No","No",1
"662","Female",0,"No","No",10,"Month-to-month","No","Mailed check",45.25,428.7,"Yes","No","DSL","No","No","No","No","No","No",0
"663","Male",0,"No","No",1,"Month-to-month","No","Mailed check",20.05,20.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"664","Male",0,"Yes","Yes",65,"Two year","Yes","Mailed check",69.55,4459.15,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes",0
